CLASS,type,PlotID,longitude,latitude,Year,h,v,Coast,row,col,rowResize,colResize
7,Herbaceous,29343,-96.9097,28.5776,1990,16,18,East,87,2547,3,77
7,Herbaceous,29344,-96.9063,28.5805,1990,16,18,East,76,2558,3,77
7,Herbaceous,29346,-96.9142,28.5826,1990,16,18,East,68,2533,3,76
7,Herbaceous,29347,-96.9077,28.5831,1990,16,18,East,66,2554,2,77
7,Herbaceous,29353,-96.9157,28.5869,1990,16,18,East,52,2528,2,76
7,Herbaceous,29357,-96.9173,28.5899,1986,16,18,East,41,2523,2,76
7,Herbaceous,29362,-96.9159,28.5929,1990,16,18,East,30,2527,1,76
6,Woody,29363,-96.9381,28.5936,1990,16,18,East,27,2455,1,74
2,Mangrove,16,-97.1886,25.9374,2016,16,19,East,4774,1514,144,46
2,Mangrove,18,-97.1584,25.9421,2016,16,19,East,4758,1616,143,49
5,Open water,20,-97.1587,25.9488,2016,16,19,East,4733,1616,142,49
7,Herbaceous,21,-97.3912,25.9499,2016,16,19,East,4719,832,142,25
5,Open water,22,-97.1486,25.9544,2016,16,19,East,4713,1650,142,50
7,Herbaceous,23,-97.39,25.9532,2016,16,19,East,4707,837,142,26
9,Developed-Barren,24,-97.3908,25.9537,2016,16,19,East,4705,834,142,26
9,Developed-Barren,25,-97.3895,25.9541,2016,16,19,East,4703,838,142,26
9,Developed-Barren,26,-97.3878,25.9543,2016,16,19,East,4703,844,142,26
7,Herbaceous,27,-97.3879,25.9546,2016,16,19,East,4702,844,142,26
9,Developed-Barren,28,-97.3867,25.9552,2016,16,19,East,4699,848,141,26
5,Open water,29,-97.1464,25.9583,2016,16,19,East,4699,1658,141,50
5,Open water,30,-97.1985,25.9581,2016,16,19,East,4697,1482,141,45
9,Developed-Barren,31,-97.3841,25.9558,2016,16,19,East,4697,857,141,26
5,Open water,32,-97.1941,25.9603,2016,16,19,East,4690,1497,141,45
7,Herbaceous,33,-97.4061,25.959,2016,16,19,East,4685,783,141,24
7,Herbaceous,34,-97.403,25.9598,2016,16,19,East,4682,793,141,24
9,Developed-Barren,35,-97.3996,25.9605,2016,16,19,East,4679,805,141,25
9,Developed-Barren,36,-97.5065,25.9605,2016,16,19,East,4674,445,141,14
9,Developed-Barren,37,-97.5051,25.9649,2016,16,19,East,4658,450,140,14
7,Herbaceous,38,-97.4871,25.966,2016,16,19,East,4655,510,140,16
7,Herbaceous,39,-97.1514,25.9727,2016,16,19,East,4646,1641,140,50
9,Developed-Barren,40,-97.5152,25.9692,2016,16,19,East,4642,416,140,13
9,Developed-Barren,41,-97.3417,25.9736,2016,16,19,East,4634,1000,140,30
9,Developed-Barren,42,-97.3627,25.9753,2016,16,19,East,4627,930,139,28
7,Herbaceous,43,-97.3453,25.9817,2016,16,19,East,4604,989,139,30
5,Open water,44,-97.4178,25.9827,2016,16,19,East,4597,745,138,23
5,Open water,45,-97.4127,25.9854,2016,16,19,East,4588,762,138,23
5,Open water,46,-97.4244,25.9857,2016,16,19,East,4586,722,138,22
5,Open water,47,-97.4395,25.9874,2020,16,19,East,4579,672,138,21
5,Open water,48,-97.4338,25.9893,2016,16,19,East,4572,691,138,21
5,Open water,49,-97.4187,25.9905,2016,16,19,East,4569,742,138,23
4,Tidal flats,50,-97.2126,25.9949,2016,16,19,East,4562,1436,137,44
7,Herbaceous,51,-97.3671,25.9938,2016,16,19,East,4559,916,137,28
7,Herbaceous,52,-97.3587,25.9996,2016,16,19,East,4538,944,137,29
7,Herbaceous,54,-97.3883,26.0012,2016,16,19,East,4531,845,136,26
7,Herbaceous,55,-97.4125,26.0074,2016,16,19,East,4507,764,136,23
4,Tidal flats,56,-97.1856,26.0118,2016,16,19,East,4501,1528,136,46
4,Tidal flats,57,-97.1623,26.0147,2016,16,19,East,4492,1607,135,49
4,Tidal flats,59,-97.2159,26.0219,2016,16,19,East,4463,1426,134,43
5,Open water,60,-97.281,26.0215,2016,16,19,East,4462,1207,134,37
7,Herbaceous,61,-97.4359,26.0199,2016,16,19,East,4460,686,134,21
7,Herbaceous,62,-97.3958,26.0283,2016,16,19,East,4431,821,133,25
7,Herbaceous,63,-97.3682,26.0354,2016,16,19,East,4407,914,133,28
6,Woody,65,-97.4981,26.0355,2016,16,19,East,4400,477,132,15
7,Herbaceous,66,-97.397,26.0379,2016,16,19,East,4396,818,132,25
6,Woody,67,-97.4955,26.0374,2016,16,19,East,4393,486,132,15
6,Woody,68,-97.3344,26.0413,2016,16,19,East,4387,1028,132,31
5,Open water,69,-97.291,26.0437,2016,16,19,East,4380,1175,132,36
6,Woody,70,-97.3396,26.0431,2016,16,19,East,4380,1011,132,31
6,Woody,71,-97.3437,26.0434,2016,16,19,East,4379,997,132,30
6,Woody,72,-97.342,26.0449,2016,16,19,East,4373,1003,132,31
6,Woody,73,-97.4929,26.0436,2016,16,19,East,4371,495,132,15
6,Woody,74,-97.4826,26.0465,2016,16,19,East,4360,530,131,16
4,Tidal flats,75,-97.2301,26.051,2016,16,19,East,4356,1380,131,42
6,Woody,76,-97.3407,26.0497,2016,16,19,East,4356,1008,131,31
6,Woody,77,-97.4854,26.0495,2016,16,19,East,4349,521,131,16
8,Cultivated,78,-97.569,26.0504,2016,16,19,East,4341,239,131,8
7,Herbaceous,79,-97.4889,26.0528,2016,16,19,East,4337,509,131,16
5,Open water,80,-97.2591,26.0563,2016,16,19,East,4335,1283,131,39
6,Woody,81,-97.3431,26.0553,2016,16,19,East,4335,1000,131,30
8,Cultivated,82,-97.5655,26.0525,2016,16,19,East,4334,251,131,8
6,Woody,83,-97.3447,26.0564,2016,16,19,East,4331,995,130,30
5,Open water,84,-97.2627,26.0581,2016,16,19,East,4329,1271,130,39
5,Open water,85,-97.2519,26.0594,2016,16,19,East,4324,1307,130,40
6,Woody,86,-97.3424,26.0587,2016,16,19,East,4323,1002,130,31
5,Open water,87,-97.2642,26.0623,2016,16,19,East,4313,1266,130,38
5,Open water,88,-97.1726,26.0675,2016,16,19,East,4298,1574,129,48
9,Developed-Barren,89,-97.2074,26.0684,2016,16,19,East,4293,1457,129,44
5,Open water,90,-97.2771,26.0683,2016,16,19,East,4291,1223,129,37
5,Open water,91,-97.3296,26.0684,2016,16,19,East,4288,1046,129,32
9,Developed-Barren,92,-97.2226,26.0699,2016,16,19,East,4287,1406,129,43
7,Herbaceous,94,-97.3606,26.0695,2016,16,19,East,4282,942,129,29
5,Open water,95,-97.3317,26.07,2016,16,19,East,4282,1039,129,32
5,Open water,96,-97.2945,26.0711,2016,16,19,East,4280,1164,129,35
7,Herbaceous,97,-97.3564,26.0715,2016,16,19,East,4275,956,129,29
7,Herbaceous,98,-97.3613,26.0716,2016,16,19,East,4275,940,129,29
9,Developed-Barren,99,-97.2278,26.0742,2016,16,19,East,4271,1389,129,42
5,Open water,100,-97.2871,26.0741,2016,16,19,East,4269,1189,129,36
9,Developed-Barren,101,-97.2017,26.0752,2016,16,19,East,4269,1477,129,45
6,Woody,102,-97.3602,26.0738,2016,16,19,East,4267,943,128,29
6,Woody,103,-97.3634,26.0749,2016,16,19,East,4263,933,128,28
9,Developed-Barren,104,-97.2164,26.0772,2016,16,19,East,4261,1427,128,43
5,Open water,105,-97.327,26.0759,2016,16,19,East,4261,1055,128,32
5,Open water,106,-97.3338,26.0775,2016,16,19,East,4254,1032,128,31
4,Tidal flats,107,-97.3525,26.0782,2016,16,19,East,4251,969,128,30
7,Herbaceous,108,-97.3213,26.082,2016,16,19,East,4239,1075,128,33
7,Herbaceous,109,-97.3715,26.0827,2016,16,19,East,4234,906,127,28
7,Herbaceous,110,-97.3799,26.0841,2016,16,19,East,4228,878,127,27
7,Herbaceous,111,-97.3338,26.085,2016,16,19,East,4227,1033,127,31
7,Herbaceous,112,-97.2765,26.086,2016,16,19,East,4226,1226,127,37
8,Cultivated,113,-97.4892,26.0832,2016,16,19,East,4226,510,127,16
8,Cultivated,114,-97.5108,26.0832,2016,16,19,East,4225,437,127,14
7,Herbaceous,115,-97.3395,26.0863,2016,16,19,East,4222,1014,127,31
8,Cultivated,116,-97.4612,26.0861,2016,16,19,East,4217,604,127,19
7,Herbaceous,117,-97.3217,26.0882,2016,16,19,East,4216,1074,127,33
8,Cultivated,118,-97.4656,26.0865,2016,16,19,East,4215,589,127,18
8,Cultivated,119,-97.4979,26.0869,2016,16,19,East,4212,481,127,15
7,Herbaceous,120,-97.2878,26.0906,2016,16,19,East,4209,1188,127,36
7,Herbaceous,121,-97.2985,26.0906,2016,16,19,East,4208,1152,127,35
7,Herbaceous,122,-97.2929,26.0911,2016,16,19,East,4207,1171,127,36
7,Herbaceous,123,-97.37,26.0901,2016,16,19,East,4207,911,127,28
7,Herbaceous,124,-97.3778,26.091,2016,16,19,East,4203,885,127,27
7,Herbaceous,126,-97.3229,26.0945,2016,16,19,East,4193,1070,126,33
5,Open water,127,-97.3166,26.0959,2016,16,19,East,4188,1091,126,33
5,Open water,128,-97.3143,26.096,2016,16,19,East,4188,1099,126,33
7,Herbaceous,129,-97.36,26.0956,2016,16,19,East,4187,945,126,29
5,Open water,130,-97.3085,26.0966,2016,16,19,East,4186,1118,126,34
7,Herbaceous,131,-97.3329,26.0967,2016,16,19,East,4184,1036,126,32
8,Cultivated,132,-97.4464,26.0963,2016,16,19,East,4180,655,126,20
8,Cultivated,133,-97.4539,26.0966,2016,16,19,East,4179,629,126,19
7,Herbaceous,134,-97.3661,26.0986,2016,16,19,East,4176,925,126,28
7,Herbaceous,135,-97.3271,26.0996,2016,16,19,East,4174,1056,126,32
7,Herbaceous,136,-97.3316,26.0996,2016,16,19,East,4174,1041,126,32
7,Herbaceous,137,-97.3459,26.1,2016,16,19,East,4171,993,126,30
7,Herbaceous,138,-97.3115,26.1012,2016,16,19,East,4169,1109,126,34
7,Herbaceous,139,-97.3169,26.1014,2016,16,19,East,4168,1090,126,33
7,Herbaceous,141,-97.3264,26.1036,2016,16,19,East,4159,1059,125,32
9,Developed-Barren,142,-97.1701,26.106,2016,16,19,East,4157,1584,125,48
7,Herbaceous,143,-97.363,26.1044,2016,16,19,East,4155,936,125,29
7,Herbaceous,144,-97.3554,26.1067,2016,16,19,East,4146,961,125,29
9,Developed-Barren,145,-97.1651,26.1096,2016,16,19,East,4144,1601,125,49
8,Cultivated,148,-97.4474,26.1102,2016,16,19,East,4129,652,124,20
9,Developed-Barren,150,-97.1719,26.1163,2016,16,19,East,4120,1579,124,48
7,Herbaceous,151,-97.3274,26.1168,2016,16,19,East,4111,1056,124,32
5,Open water,152,-97.3179,26.1175,2016,16,19,East,4109,1088,124,33
5,Open water,155,-97.3217,26.1189,2016,16,19,East,4103,1075,124,33
5,Open water,157,-97.2345,26.1214,2016,16,19,East,4098,1369,123,42
5,Open water,158,-97.3229,26.1211,2016,16,19,East,4095,1071,123,33
5,Open water,159,-97.3197,26.1217,2016,16,19,East,4093,1082,123,33
8,Cultivated,160,-97.4032,26.1209,2016,16,19,East,4092,801,123,25
7,Herbaceous,161,-97.3346,26.1226,2016,16,19,East,4089,1032,123,31
7,Herbaceous,162,-97.3302,26.1254,2016,16,19,East,4079,1047,123,32
7,Herbaceous,163,-97.3148,26.1258,2016,16,19,East,4078,1099,123,33
7,Herbaceous,164,-97.3016,26.1296,2016,16,19,East,4065,1143,122,35
7,Herbaceous,165,-97.3104,26.1309,2016,16,19,East,4060,1114,122,34
7,Herbaceous,166,-97.3257,26.1312,2016,16,19,East,4058,1062,122,32
7,Herbaceous,167,-97.3142,26.1319,2016,16,19,East,4056,1101,122,34
8,Cultivated,168,-97.3831,26.1315,2016,16,19,East,4054,869,122,27
2,Mangrove,169,-97.1769,26.1341,2016,16,19,East,4054,1563,122,47
2,Mangrove,170,-97.1771,26.1352,2016,16,19,East,4050,1562,122,47
7,Herbaceous,171,-97.2984,26.1345,2016,16,19,East,4047,1154,122,35
7,Herbaceous,172,-97.463,26.1336,2016,16,19,East,4043,601,122,19
7,Herbaceous,173,-97.3429,26.137,2016,16,19,East,4036,1005,122,31
7,Herbaceous,174,-97.3234,26.1383,2016,16,19,East,4032,1070,121,33
7,Herbaceous,175,-97.302,26.1387,2016,16,19,East,4032,1142,121,35
7,Herbaceous,176,-97.3489,26.1384,2016,16,19,East,4031,985,121,30
7,Herbaceous,177,-97.4454,26.1379,2016,16,19,East,4028,660,121,20
4,Tidal flats,178,-97.1777,26.1423,2016,16,19,East,4024,1560,121,47
7,Herbaceous,179,-97.3122,26.1411,2016,16,19,East,4023,1108,121,34
7,Herbaceous,180,-97.3238,26.1434,2016,16,19,East,4014,1069,121,33
7,Herbaceous,181,-97.3024,26.1437,2016,16,19,East,4014,1141,121,35
8,Cultivated,182,-97.4035,26.1423,2016,16,19,East,4014,801,121,25
8,Cultivated,183,-97.4062,26.1426,2016,16,19,East,4013,792,121,24
5,Open water,184,-97.1579,26.149,2016,16,19,East,4000,1627,120,49
7,Herbaceous,185,-97.4438,26.1455,2016,16,19,East,4000,666,120,20
9,Developed-Barren,186,-97.1734,26.149,2016,16,19,East,4000,1575,120,48
5,Open water,187,-97.3238,26.1477,2016,16,19,East,3998,1070,120,33
8,Cultivated,188,-97.3924,26.1514,2016,16,19,East,3981,839,120,26
8,Cultivated,189,-97.3885,26.1523,2016,16,19,East,3978,852,120,26
8,Cultivated,190,-97.354,26.155,2016,16,19,East,3970,968,120,30
8,Cultivated,192,-97.3592,26.158,2016,16,19,East,3959,951,119,29
8,Cultivated,194,-97.3812,26.1644,2016,16,19,East,3934,877,119,27
5,Open water,195,-97.4827,26.1641,2016,16,19,East,3930,536,118,17
8,Cultivated,196,-97.3707,26.1663,2016,16,19,East,3928,913,118,28
5,Open water,197,-97.4922,26.1656,2016,16,19,East,3924,504,118,16
7,Herbaceous,199,-97.4197,26.1691,2016,16,19,East,3915,748,118,23
8,Cultivated,200,-97.3777,26.1702,2016,16,19,East,3913,890,118,27
5,Open water,203,-97.4848,26.17,2016,16,19,East,3908,530,118,16
5,Open water,204,-97.4772,26.1701,2016,16,19,East,3908,555,118,17
8,Cultivated,205,-97.3811,26.172,2016,16,19,East,3906,878,118,27
5,Open water,206,-97.5233,26.1703,2016,16,19,East,3905,400,118,12
7,Herbaceous,208,-97.4194,26.1722,2016,16,19,East,3904,750,118,23
5,Open water,209,-97.524,26.171,2016,16,19,East,3903,398,118,12
8,Cultivated,211,-97.3731,26.1744,2016,16,19,East,3898,905,117,28
8,Cultivated,212,-97.3683,26.1749,2016,16,19,East,3896,921,117,28
8,Cultivated,213,-97.3773,26.175,2016,16,19,East,3895,891,117,27
8,Cultivated,215,-97.4005,26.1759,2016,16,19,East,3891,813,117,25
8,Cultivated,217,-97.3816,26.1799,2016,16,19,East,3877,877,117,27
8,Cultivated,218,-97.3795,26.1813,2016,16,19,East,3872,884,117,27
7,Herbaceous,219,-97.1772,26.1866,2016,16,19,East,3862,1564,116,47
8,Cultivated,220,-97.371,26.1862,2016,16,19,East,3855,913,116,28
7,Herbaceous,221,-97.1787,26.1938,2016,16,19,East,3836,1559,116,47
7,Herbaceous,224,-97.4064,26.1946,2016,16,19,East,3822,794,115,24
7,Herbaceous,225,-97.4144,26.1949,2016,16,19,East,3821,768,115,24
7,Herbaceous,227,-97.1775,26.1987,2016,16,19,East,3818,1564,115,47
7,Herbaceous,231,-97.3082,26.1995,2016,16,19,East,3809,1125,115,34
8,Cultivated,239,-97.3816,26.2023,2016,16,19,East,3795,878,114,27
7,Herbaceous,241,-97.1814,26.2059,2016,16,19,East,3791,1551,114,47
7,Herbaceous,282,-97.1827,26.2228,2016,16,19,East,3729,1547,112,47
4,Tidal flats,294,-97.3306,26.2232,2016,16,19,East,3721,1051,112,32
5,Open water,316,-97.3811,26.2272,2016,16,19,East,3704,881,112,27
6,Woody,324,-97.3898,26.2284,2016,16,19,East,3699,852,111,26
5,Open water,325,-97.3995,26.2284,2016,16,19,East,3699,819,111,25
6,Woody,337,-97.3886,26.23,2016,16,19,East,3693,856,111,26
5,Open water,362,-97.3708,26.2359,2016,16,19,East,3673,916,111,28
5,Open water,368,-97.3951,26.237,2016,16,19,East,3668,835,111,26
9,Developed-Barren,370,-97.1845,26.2404,2016,16,19,East,3665,1542,110,47
5,Open water,383,-97.4105,26.2404,2016,16,19,East,3654,783,110,24
5,Open water,389,-97.3806,26.2427,2016,16,19,East,3647,884,110,27
5,Open water,390,-97.4112,26.2423,2016,16,19,East,3647,781,110,24
5,Open water,394,-97.4011,26.2428,2016,16,19,East,3646,815,110,25
4,Tidal flats,410,-97.3255,26.2471,2016,16,19,East,3634,1069,110,33
5,Open water,416,-97.3707,26.2482,2016,16,19,East,3628,917,109,28
9,Developed-Barren,435,-97.1886,26.2535,2016,16,19,East,3617,1529,109,46
4,Tidal flats,436,-97.3286,26.2519,2016,16,19,East,3616,1059,109,32
5,Open water,440,-97.3963,26.2522,2016,16,19,East,3612,831,109,25
5,Open water,460,-97.3915,26.256,2016,16,19,East,3598,848,108,26
4,Tidal flats,468,-97.3231,26.2586,2016,16,19,East,3592,1078,108,33
7,Herbaceous,469,-97.419,26.2574,2016,16,19,East,3592,756,108,23
5,Open water,470,-97.3929,26.2581,2016,16,19,East,3590,843,108,26
7,Herbaceous,473,-97.4212,26.259,2016,16,19,East,3586,748,108,23
7,Herbaceous,475,-97.42,26.2593,2016,16,19,East,3585,752,108,23
4,Tidal flats,478,-97.3185,26.2612,2016,16,19,East,3583,1093,108,33
7,Herbaceous,482,-97.4193,26.2615,2016,16,19,East,3577,755,108,23
7,Herbaceous,485,-97.411,26.263,2016,16,19,East,3572,783,108,24
7,Herbaceous,487,-97.1897,26.2661,2016,16,19,East,3570,1526,108,46
4,Tidal flats,495,-97.3342,26.2672,2016,16,19,East,3560,1041,107,32
7,Herbaceous,497,-97.1913,26.2702,2016,16,19,East,3555,1521,107,46
7,Herbaceous,500,-97.3733,26.2689,2016,16,19,East,3552,910,107,28
4,Tidal flats,501,-97.3404,26.2698,2016,16,19,East,3550,1020,107,31
7,Herbaceous,506,-97.1921,26.2741,2016,16,19,East,3541,1518,107,46
5,Open water,507,-97.3779,26.2721,2016,16,19,East,3540,894,107,27
5,Open water,509,-97.3784,26.2724,2016,16,19,East,3539,893,107,27
7,Herbaceous,510,-97.3732,26.2725,2016,16,19,East,3539,910,107,28
7,Herbaceous,514,-97.4049,26.2736,2016,16,19,East,3533,804,106,25
7,Herbaceous,517,-97.3718,26.2757,2016,16,19,East,3527,915,106,28
5,Open water,518,-97.378,26.2759,2016,16,19,East,3526,894,106,27
7,Herbaceous,523,-97.1942,26.2807,2016,16,19,East,3517,1511,106,46
5,Open water,525,-97.3892,26.2786,2016,16,19,East,3515,857,106,26
7,Herbaceous,528,-97.4133,26.2794,2016,16,19,East,3511,776,106,24
5,Open water,531,-97.3752,26.2805,2016,16,19,East,3509,904,106,28
5,Open water,549,-97.3971,26.285,2016,16,19,East,3492,831,105,25
8,Cultivated,552,-97.4469,26.2847,2016,16,19,East,3490,663,105,20
7,Herbaceous,556,-97.1967,26.2885,2016,16,19,East,3488,1503,105,46
4,Tidal flats,561,-97.3447,26.2881,2016,16,19,East,3483,1007,105,31
8,Cultivated,566,-97.3631,26.2896,2016,16,19,East,3476,945,105,29
5,Open water,570,-97.377,26.29,2016,16,19,East,3474,898,105,27
5,Open water,571,-97.3952,26.2898,2016,16,19,East,3474,837,105,26
8,Cultivated,575,-97.4522,26.2898,2016,16,19,East,3471,646,105,20
8,Cultivated,578,-97.4466,26.2906,2016,16,19,East,3469,665,105,20
7,Herbaceous,582,-97.3708,26.2923,2016,16,19,East,3466,919,104,28
5,Open water,611,-97.3863,26.2975,2016,16,19,East,3446,867,104,27
7,Herbaceous,614,-97.198,26.3014,2016,16,19,East,3441,1500,104,45
5,Open water,618,-97.3824,26.3,2016,16,19,East,3437,881,104,27
5,Open water,626,-97.3872,26.3017,2016,16,19,East,3431,865,103,26
8,Cultivated,631,-97.4508,26.3018,2016,16,19,East,3427,651,103,20
8,Cultivated,632,-97.4475,26.3019,2016,16,19,East,3427,662,103,20
7,Herbaceous,635,-97.4012,26.3044,2016,16,19,East,3420,818,103,25
8,Cultivated,636,-97.4439,26.3047,2016,16,19,East,3417,675,103,21
8,Cultivated,637,-97.4539,26.3056,2016,16,19,East,3413,641,103,20
8,Cultivated,638,-97.4502,26.306,2016,16,19,East,3412,653,103,20
5,Open water,641,-97.3865,26.3075,2016,16,19,East,3410,867,103,27
5,Open water,647,-97.3856,26.3097,2016,16,19,East,3402,870,103,27
8,Cultivated,656,-97.3627,26.3113,2016,16,19,East,3397,947,102,29
8,Cultivated,657,-97.4437,26.3106,2016,16,19,East,3396,676,102,21
8,Cultivated,658,-97.482,26.31,2016,16,19,East,3396,547,102,17
7,Herbaceous,659,-97.4074,26.3113,2016,16,19,East,3395,797,102,24
8,Cultivated,664,-97.4471,26.3114,2016,16,19,East,3392,664,102,20
8,Cultivated,665,-97.4497,26.3113,2016,16,19,East,3393,655,102,20
5,Open water,672,-97.3897,26.314,2016,16,19,East,3386,857,102,26
7,Herbaceous,673,-97.4059,26.3139,2016,16,19,East,3385,803,102,25
4,Tidal flats,676,-97.3496,26.3152,2016,16,19,East,3383,992,102,30
8,Cultivated,677,-97.4466,26.3141,2016,16,19,East,3383,666,102,20
7,Herbaceous,678,-97.4103,26.3147,2016,16,19,East,3382,788,102,24
7,Herbaceous,681,-97.3834,26.3171,2016,16,19,East,3375,878,102,27
8,Cultivated,683,-97.4433,26.3164,2016,16,19,East,3374,677,102,21
8,Cultivated,684,-97.4495,26.3166,2016,16,19,East,3373,656,102,20
8,Cultivated,686,-97.453,26.3169,2016,16,19,East,3372,645,102,20
6,Woody,687,-97.3625,26.3186,2016,16,19,East,3370,948,102,29
8,Cultivated,690,-97.4982,26.3172,2016,16,19,East,3369,493,102,15
7,Herbaceous,691,-97.3847,26.3189,2016,16,19,East,3368,874,102,27
5,Open water,694,-97.3911,26.3194,2016,16,19,East,3366,853,101,26
7,Herbaceous,695,-97.4171,26.3192,2016,16,19,East,3365,765,101,23
6,Woody,696,-97.3741,26.3197,2016,16,19,East,3366,910,101,28
6,Woody,698,-97.3642,26.3202,2016,16,19,East,3364,943,101,29
6,Woody,700,-97.3729,26.3204,2016,16,19,East,3363,914,101,28
8,Cultivated,703,-97.4349,26.3198,2016,16,19,East,3362,706,101,22
6,Woody,705,-97.3486,26.3226,2016,16,19,East,3356,995,101,30
7,Herbaceous,706,-97.3585,26.3226,2016,16,19,East,3356,962,101,29
5,Open water,709,-97.3893,26.3226,2016,16,19,East,3354,859,101,26
7,Herbaceous,711,-97.3622,26.3235,2016,16,19,East,3352,950,101,29
7,Herbaceous,712,-97.3593,26.3239,2016,16,19,East,3351,959,101,29
5,Open water,715,-97.388,26.3239,2016,16,19,East,3350,863,101,26
7,Herbaceous,716,-97.3952,26.3239,2016,16,19,East,3349,839,101,26
7,Herbaceous,717,-97.3717,26.3242,2016,16,19,East,3349,918,101,28
7,Herbaceous,718,-97.363,26.3258,2016,16,19,East,3344,947,101,29
7,Herbaceous,719,-97.2035,26.3283,2016,16,19,East,3342,1482,101,45
6,Woody,720,-97.3476,26.3267,2016,16,19,East,3341,999,101,30
7,Herbaceous,722,-97.2072,26.3297,2016,16,19,East,3337,1470,101,45
6,Woody,723,-97.3431,26.3287,2016,16,19,East,3334,1014,101,31
7,Herbaceous,726,-97.2063,26.3311,2016,16,19,East,3332,1473,100,45
7,Herbaceous,727,-97.3591,26.3294,2016,16,19,East,3331,960,100,29
7,Herbaceous,728,-97.3678,26.3299,2016,16,19,East,3329,931,100,28
6,Woody,730,-97.3705,26.3305,2016,16,19,East,3326,922,100,28
7,Herbaceous,732,-97.3569,26.3311,2016,16,19,East,3325,968,100,30
6,Woody,733,-97.3698,26.3313,2016,16,19,East,3323,925,100,28
6,Woody,735,-97.3393,26.332,2016,16,19,East,3322,1027,100,31
7,Herbaceous,736,-97.411,26.3312,2016,16,19,East,3322,786,100,24
6,Woody,738,-97.3643,26.3328,2016,16,19,East,3318,943,100,29
6,Woody,740,-97.3722,26.3327,2016,16,19,East,3318,917,100,28
6,Woody,741,-97.3603,26.333,2016,16,19,East,3318,957,100,29
6,Woody,742,-97.3732,26.3334,2016,16,19,East,3316,913,100,28
6,Woody,744,-97.3374,26.3362,2016,16,19,East,3307,1034,100,31
4,Tidal flats,747,-97.3625,26.3365,2016,16,19,East,3305,949,100,29
6,Woody,748,-97.365,26.3365,2016,16,19,East,3305,941,100,29
7,Herbaceous,749,-97.3731,26.337,2016,16,19,East,3302,914,100,28
7,Herbaceous,750,-97.3696,26.337,2016,16,19,East,3303,926,100,28
6,Woody,757,-97.3663,26.3388,2016,16,19,East,3296,937,99,29
7,Herbaceous,759,-97.2085,26.3411,2016,16,19,East,3295,1466,99,44
6,Woody,760,-97.3405,26.3396,2016,16,19,East,3294,1023,99,31
7,Herbaceous,761,-97.3713,26.3393,2016,16,19,East,3294,920,99,28
6,Woody,762,-97.3671,26.3399,2016,16,19,East,3292,934,99,29
6,Woody,764,-97.3688,26.3407,2016,16,19,East,3289,928,99,28
6,Woody,771,-97.3687,26.3426,2016,16,19,East,3282,929,99,28
6,Woody,775,-97.3397,26.3436,2016,16,19,East,3280,1026,99,31
7,Herbaceous,792,-97.363,26.3472,2016,16,19,East,3265,948,98,29
7,Herbaceous,793,-97.3656,26.3472,2016,16,19,East,3265,940,98,29
7,Herbaceous,795,-97.3623,26.3493,2016,16,19,East,3258,951,98,29
7,Herbaceous,797,-97.3608,26.3494,2016,16,19,East,3258,956,98,29
7,Herbaceous,798,-97.3581,26.3498,2016,16,19,East,3256,965,98,29
8,Cultivated,818,-97.5128,26.3535,2016,16,19,East,3235,446,98,14
7,Herbaceous,819,-97.4188,26.355,2016,16,19,East,3234,762,98,23
4,Tidal flats,835,-97.3618,26.3649,2016,16,19,East,3201,953,97,29
4,Tidal flats,842,-97.3702,26.368,2016,16,19,East,3189,925,96,28
8,Cultivated,843,-97.4426,26.3674,2016,16,19,East,3188,682,96,21
7,Herbaceous,851,-97.2155,26.3719,2016,16,19,East,3182,1444,96,44
7,Herbaceous,861,-97.4068,26.3746,2016,16,19,East,3163,803,95,25
7,Herbaceous,866,-97.388,26.3758,2016,16,19,East,3159,866,95,26
4,Tidal flats,874,-97.2423,26.3803,2016,16,19,East,3150,1355,95,41
7,Herbaceous,875,-97.3869,26.3786,2016,16,19,East,3149,870,95,27
7,Herbaceous,885,-97.4027,26.3807,2016,16,19,East,3141,817,95,25
7,Herbaceous,892,-97.2239,26.3843,2016,16,19,East,3136,1417,95,43
7,Herbaceous,895,-97.2205,26.3862,2016,16,19,East,3129,1428,94,43
7,Herbaceous,898,-97.3955,26.3847,2016,16,19,East,3127,841,94,26
7,Herbaceous,904,-97.376,26.3886,2016,16,19,East,3113,907,94,28
7,Herbaceous,923,-97.4355,26.3947,2016,16,19,East,3088,708,93,22
7,Herbaceous,928,-97.4199,26.3957,2016,16,19,East,3085,760,93,23
7,Herbaceous,943,-97.2401,26.4079,2016,16,19,East,3049,1363,92,41
5,Open water,944,-97.3621,26.4068,2016,16,19,East,3047,954,92,29
4,Tidal flats,945,-97.4486,26.4059,2016,16,19,East,3046,664,92,20
7,Herbaceous,948,-97.4294,26.407,2016,16,19,East,3043,729,92,22
5,Open water,954,-97.3923,26.4101,2016,16,19,East,3034,853,91,26
7,Herbaceous,955,-97.4144,26.4111,2016,16,19,East,3029,779,91,24
7,Herbaceous,956,-97.4779,26.4114,2016,16,19,East,3025,567,91,17
4,Tidal flats,958,-97.4288,26.4135,2016,16,19,East,3019,731,91,22
4,Tidal flats,959,-97.4409,26.414,2016,16,19,East,3017,691,91,21
4,Tidal flats,964,-97.4389,26.4167,2016,16,19,East,3007,698,91,21
